Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Vehicle Type,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Cooking_with_microwave,Cooking_with_oven,Cooking_with_grill,Cooking_with_airfryer,Cooking_with_stove,Do You Recyle_Plastic,Do You Recyle_Paper,Do You Recyle_Metal,Do You Recyle_Glass,Carbon Footprint (kg/month)
underweight,female,omnivore,less frequently,coal,private,sometimes,189,frequently,439,hybrid,medium,6,11,4,1,Yes,0,1,1,0,0,1,1,1,1,574.09
overweight,female,vegetarian,twice a day,natural gas,public,sometimes,50,very frequently,3916,diesel,extra large,0,11,6,9,Yes,0,0,0,0,0,0,0,1,0,3272.14
normal,female,omnivore,more frequently,natural gas,public,sometimes,233,frequently,2672,None,extra large,4,10,2,5,Sometimes,0,0,0,1,1,0,0,0,0,2345.63
underweight,female,pescatarian,daily,natural gas,walk/bicycle,often,72,never,2083,electric,extra large,3,6,3,9,No,0,0,1,0,1,1,0,1,0,1827.06
normal,female,vegetarian,daily,coal,private,often,56,never,1341,None,large,6,3,5,6,Yes,1,1,1,0,1,0,0,1,0,1239.98
underweight,female,omnivore,twice a day,natural gas,public,often,383,never,3089,electric,large,7,0,4,12,No,1,0,1,1,0,1,0,0,1,2754.69
overweight,female,omnivore,twice a day,coal,public,never,474,very frequently,1757,electric,medium,6,7,7,11,No,0,1,1,1,0,1,1,0,1,1728.17
overweight,male,omnivore,twice a day,electricity,public,never,102,never,1915,petrol,medium,3,9,10,3,Yes,1,0,1,1,1,0,0,0,0,1706.46
normal,male,pescatarian,less frequently,natural gas,private,sometimes,281,never,2614,None,large,10,5,7,2,Yes,0,1,0,1,0,1,1,0,1,2420.28
overweight,female,omnivore,more frequently,wood,private,sometimes,312,frequently,3433,diesel,extra large,1,4,10,9,No,1,0,0,1,1,1,0,0,0,2981.03
obese,male,vegan,more frequently,electricity,public,sometimes,147,very frequently,4474,electric,large,4,5,9,11,No,1,1,1,0,1,0,0,0,1,3786.59
underweight,female,vegetarian,twice a day,coal,private,often,243,never,3497,petrol,extra large,2,7,1,11,Yes,1,1,0,1,1,1,0,1,1,2999.15
overweight,male,vegetarian,daily,natural gas,public,never,302,frequently,1508,petrol,small,0,5,0,8,No,0,0,0,1,1,0,1,1,0,1340.39
obese,female,omnivore,less frequently,wood,public,sometimes,389,frequently,4928,None,small,9,1,6,5,Sometimes,0,0,1,1,1,1,1,1,1,4258.65
normal,male,pescatarian,twice a day,coal,private,sometimes,258,very frequently,3853,petrol,medium,5,12,5,9,Yes,0,0,0,0,0,1,0,0,0,3347.28
obese,female,vegan,less frequently,electricity,private,often,123,rarely,4361,electric,extra large,2,5,3,11,No,1,1,1,1,1,1,1,1,0,3606.56
normal,male,vegan,twice a day,wood,walk/bicycle,never,486,rarely,2939,electric,large,5,8,10,1,Sometimes,1,1,1,0,0,1,0,0,0,2717.07
normal,male,vegetarian,less frequently,electricity,walk/bicycle,sometimes,54,very frequently,3844,hybrid,medium,3,0,1,8,Yes,1,1,1,0,1,0,0,0,1,3208.02
underweight,female,vegetarian,daily,natural gas,private,sometimes,402,rarely,917,None,extra large,5,1,8,12,Sometimes,0,0,0,1,1,0,1,0,0,1029.05
underweight,female,vegan,daily,wood,private,sometimes,406,never,3551,hybrid,small,4,2,6,2,Sometimes,1,0,0,1,0,0,0,1,1,3083.69
obese,male,vegetarian,daily,natural gas,private,sometimes,213,never,164,diesel,medium,0,4,1,12,Sometimes,1,0,0,0,1,1,0,0,1,255.56
underweight,male,omnivore,daily,coal,private,never,349,very frequently,2208,hybrid,extra large,6,5,4,11,Yes,1,1,1,1,0,1,1,0,0,2037.71
underweight,female,vegan,more frequently,coal,public,never,415,rarely,3680,None,medium,1,2,3,11,No,1,1,1,1,1,1,1,1,1,3158.07
underweight,male,vegetarian,more frequently,electricity,public,sometimes,171,never,4281,None,extra large,0,7,7,9,No,0,1,1,0,1,0,1,1,1,3589.33
obese,female,omnivore,less frequently,natural gas,walk/bicycle,often,188,rarely,1186,electric,medium,4,5,9,3,Yes,1,1,0,0,1,1,1,0,1,1173.99
overweight,male,omnivore,twice a day,natural gas,private,sometimes,497,frequently,1528,hybrid,extra large,5,8,3,4,No,1,0,1,0,1,0,0,0,1,1505.47
underweight,male,vegan,more frequently,wood,walk/bicycle,often,198,frequently,3126,diesel,medium,1,11,2,0,Sometimes,1,0,1,1,1,0,0,1,0,2640.79
underweight,female,omnivore,twice a day,coal,private,sometimes,437,very frequently,2537,electric,large,8,12,7,3,No,0,1,0,0,0,1,0,1,1,2374.91
obese,female,vegan,less frequently,natural gas,private,sometimes,394,frequently,136,lpg,large,5,12,10,7,No,1,1,1,1,1,1,1,1,1,403.65
overweight,female,omnivore,twice a day,natural gas,private,often,84,frequently,3018,lpg,medium,9,0,4,4,Sometimes,0,1,1,1,0,0,0,0,1,2588.45
underweight,male,vegan,daily,natural gas,public,sometimes,340,rarely,684,lpg,small,1,2,5,2,Sometimes,0,0,1,1,1,1,0,0,0,753.25
normal,male,vegan,daily,coal,walk/bicycle,never,84,frequently,2458,diesel,large,10,3,1,10,Yes,1,1,0,0,1,1,0,0,0,2159.45
obese,male,vegan,more frequently,coal,private,often,216,very frequently,2975,diesel,extra large,1,6,5,6,Yes,0,1,1,0,0,1,0,0,1,2533.14
underweight,female,vegan,less frequently,coal,walk/bicycle,never,338,frequently,1448,electric,extra large,2,1,7,0,No,1,1,0,0,0,1,0,1,1,1361.43
underweight,male,omnivore,more frequently,electricity,walk/bicycle,often,126,never,3732,lpg,medium,5,3,1,2,Sometimes,0,1,0,0,1,1,0,1,1,3153.63
normal,male,vegan,more frequently,coal,public,never,373,very frequently,3403,None,large,7,2,1,4,No,0,0,0,1,1,1,1,0,0,2999.53
normal,female,vegetarian,more frequently,coal,public,sometimes,426,very frequently,1030,petrol,extra large,0,6,4,8,Yes,1,1,1,0,0,1,0,0,1,1036.76
obese,male,omnivore,less frequently,coal,private,sometimes,477,very frequently,4885,hybrid,extra large,1,8,3,4,Yes,1,1,1,1,0,0,0,0,1,4158.31
obese,male,vegan,daily,wood,walk/bicycle,often,281,frequently,3679,None,medium,2,6,3,3,Yes,1,1,0,0,0,0,0,0,0,3096.55
normal,female,omnivore,daily,wood,public,never,356,frequently,2626,lpg,large,2,3,4,10,No,1,0,1,1,0,1,0,1,0,2331.52
obese,female,omnivore,more frequently,natural gas,walk/bicycle,sometimes,297,very frequently,3257,lpg,large,4,1,6,10,Sometimes,1,1,1,1,0,0,1,1,0,2836.23
normal,female,omnivore,twice a day,wood,walk/bicycle,never,343,rarely,4556,lpg,extra large,6,6,1,11,Sometimes,1,1,0,0,1,1,0,0,0,3902.9
underweight,female,omnivore,daily,electricity,private,never,91,very frequently,1365,lpg,extra large,5,7,2,7,Yes,0,0,1,0,1,0,1,0,1,1240.92
normal,female,vegan,daily,electricity,walk/bicycle,often,222,never,3007,None,medium,10,10,3,3,Sometimes,0,0,1,0,0,0,0,1,1,2668.3
normal,female,omnivore,less frequently,natural gas,public,sometimes,79,never,2217,electric,large,6,6,5,4,Sometimes,1,0,0,1,1,0,0,1,1,1902.2
overweight,female,vegetarian,daily,natural gas,private,often,212,never,1051,hybrid,extra large,0,3,3,4,No,0,0,1,0,0,1,0,1,1,980.34
normal,female,omnivore,daily,electricity,private,often,77,never,4083,lpg,large,6,6,9,2,Sometimes,0,1,1,0,1,0,0,1,1,3430.16
normal,female,omnivore,more frequently,electricity,private,sometimes,474,very frequently,569,electric,medium,3,3,4,8,Sometimes,0,1,1,1,1,1,0,0,1,735.94
overweight,male,vegetarian,more frequently,electricity,public,never,411,very frequently,772,None,medium,9,11,7,0,No,1,1,1,0,1,0,0,0,1,954.0
obese,female,vegan,less frequently,natural gas,private,often,222,very frequently,1206,lpg,medium,10,5,0,6,Yes,0,0,1,1,1,1,1,1,0,1229.62
overweight,female,vegetarian,less frequently,electricity,walk/bicycle,sometimes,353,very frequently,479,None,medium,4,5,2,10,No,0,1,1,1,0,1,0,0,1,606.5
underweight,male,pescatarian,twice a day,natural gas,private,never,360,very frequently,827,petrol,small,5,8,10,11,Yes,0,0,0,1,1,1,1,1,1,962.42
overweight,female,vegetarian,daily,electricity,public,never,441,rarely,4140,None,extra large,9,3,7,11,Sometimes,0,1,1,0,0,1,1,1,1,3638.37
underweight,male,vegan,more frequently,electricity,public,never,203,rarely,979,electric,extra large,2,6,10,7,No,1,1,1,1,1,0,1,1,1,997.63
obese,male,vegetarian,more frequently,wood,private,often,412,rarely,1896,petrol,large,4,6,4,8,Yes,0,1,0,1,0,0,0,1,1,1764.1
overweight,female,omnivore,daily,electricity,walk/bicycle,often,275,very frequently,4601,lpg,medium,2,8,8,4,Sometimes,0,0,1,0,1,0,1,0,1,3893.59
overweight,male,vegan,less frequently,natural gas,public,sometimes,174,frequently,4744,hybrid,medium,7,6,6,9,No,1,1,1,0,1,1,1,1,0,4030.77
obese,female,pescatarian,more frequently,electricity,public,never,420,very frequently,2182,electric,small,6,1,8,11,No,1,0,1,0,0,1,1,0,1,2040.48
underweight,female,vegan,less frequently,coal,public,never,206,never,3801,petrol,large,1,5,9,4,No,0,0,1,0,0,1,0,0,1,3257.73
overweight,male,omnivore,more frequently,wood,private,sometimes,360,very frequently,1643,None,small,6,7,0,0,Yes,1,0,0,0,0,1,1,0,1,1569.86
underweight,male,pescatarian,more frequently,electricity,public,never,243,never,3597,petrol,extra large,10,8,6,7,Yes,0,1,0,0,1,1,0,0,0,3150.26
overweight,male,vegan,twice a day,electricity,public,never,375,rarely,4450,hybrid,extra large,7,1,7,5,Sometimes,0,0,0,1,0,1,1,0,1,3855.91
normal,female,vegan,more frequently,coal,public,sometimes,353,never,2338,electric,medium,10,7,0,0,Sometimes,1,0,0,1,0,0,1,1,0,2150.73
overweight,female,omnivore,daily,coal,private,sometimes,312,very frequently,2238,diesel,large,4,12,0,7,Yes,1,0,0,1,1,0,1,1,0,2030.58
obese,male,vegetarian,daily,coal,public,often,124,frequently,2578,petrol,extra large,3,4,9,12,No,0,0,1,1,0,0,1,0,0,2239.18
obese,female,vegetarian,daily,coal,public,often,172,never,2362,electric,large,9,9,7,4,Sometimes,0,0,1,0,0,0,0,1,1,2152.2
underweight,female,pescatarian,less frequently,coal,private,often,129,frequently,3391,diesel,large,9,5,5,4,No,1,0,1,0,1,1,1,1,0,2953.06
overweight,male,omnivore,more frequently,coal,private,sometimes,183,very frequently,2752,electric,large,0,0,6,5,Yes,1,0,1,0,1,1,1,0,1,2345.83
underweight,male,omnivore,less frequently,electricity,walk/bicycle,often,470,very frequently,2064,lpg,extra large,9,7,3,4,No,1,0,1,0,1,1,0,0,0,1969.4
underweight,male,vegetarian,twice a day,natural gas,public,never,442,never,913,petrol,medium,5,0,9,8,Yes,1,0,0,1,1,0,1,0,1,1038.83
normal,male,vegetarian,more frequently,electricity,private,often,308,never,4503,diesel,small,0,10,4,6,Sometimes,1,0,1,1,0,0,0,1,0,3820.29
normal,male,pescatarian,daily,electricity,walk/bicycle,often,486,rarely,230,hybrid,large,9,12,4,8,Sometimes,1,0,1,0,0,1,0,0,1,561.27
obese,male,vegetarian,twice a day,electricity,public,often,142,frequently,3203,hybrid,small,4,0,8,11,No,0,0,0,1,1,0,1,1,0,2765.51
underweight,male,pescatarian,twice a day,wood,private,sometimes,166,never,86,lpg,small,10,7,10,2,Yes,1,1,0,0,0,1,1,1,0,342.1
obese,male,vegan,more frequently,natural gas,private,never,441,very frequently,4604,lpg,small,7,10,2,9,Sometimes,0,0,1,0,0,0,1,1,1,3972.69
overweight,male,pescatarian,daily,natural gas,public,sometimes,217,never,788,None,extra large,5,6,10,8,Sometimes,0,1,1,0,0,0,0,1,1,877.16
underweight,male,pescatarian,less frequently,wood,public,never,66,very frequently,4094,diesel,large,6,4,0,9,No,1,1,0,1,1,1,0,1,1,3440.22
underweight,female,pescatarian,more frequently,natural gas,walk/bicycle,often,431,rarely,666,petrol,medium,9,5,1,6,Sometimes,1,0,0,1,1,0,0,0,1,800.56
overweight,female,vegan,daily,wood,public,often,279,frequently,122,petrol,large,2,0,9,0,No,0,1,1,1,0,0,1,0,1,319.4
overweight,male,vegetarian,twice a day,electricity,public,never,413,frequently,4543,None,small,8,9,10,8,Sometimes,1,0,1,1,0,1,0,0,1,3950.32
obese,female,pescatarian,more frequently,natural gas,public,sometimes,352,rarely,3619,hybrid,small,5,3,1,7,No,1,0,0,1,1,0,1,1,0,3109.52
obese,female,vegetarian,twice a day,electricity,private,sometimes,60,never,61,lpg,small,1,3,9,4,Sometimes,1,1,0,0,0,1,0,0,0,214.57
overweight,female,pescatarian,daily,coal,walk/bicycle,often,443,frequently,2478,None,small,3,12,5,10,No,1,1,1,0,1,1,0,0,1,2288.98
obese,female,vegetarian,less frequently,electricity,walk/bicycle,never,110,rarely,3393,hybrid,medium,6,2,7,10,Sometimes,1,0,0,0,0,0,0,0,1,2887.99
overweight,female,pescatarian,less frequently,natural gas,walk/bicycle,never,435,rarely,4392,diesel,extra large,4,5,9,0,Sometimes,0,0,0,1,1,0,1,0,1,3757.01
underweight,female,vegetarian,twice a day,electricity,private,never,294,rarely,217,hybrid,large,9,4,6,12,Yes,0,1,1,1,1,0,1,1,1,474.17
underweight,male,omnivore,twice a day,electricity,public,never,462,rarely,3500,hybrid,extra large,8,5,0,11,No,0,1,1,0,0,1,1,0,0,3122.88
normal,male,vegan,twice a day,wood,private,often,119,rarely,78,lpg,small,4,10,7,10,Yes,0,1,1,1,1,0,0,1,0,257.74
underweight,female,pescatarian,more frequently,natural gas,walk/bicycle,sometimes,356,very frequently,2812,lpg,medium,2,9,6,11,Yes,0,0,1,1,1,0,1,1,1,2468.82
overweight,female,vegan,daily,electricity,public,often,290,never,535,petrol,medium,10,7,1,6,No,1,1,1,0,0,1,1,0,0,688.24
obese,male,pescatarian,twice a day,wood,public,never,378,frequently,402,petrol,large,7,3,9,2,Sometimes,1,1,0,1,1,1,1,1,1,592.16
normal,female,omnivore,twice a day,natural gas,walk/bicycle,sometimes,433,rarely,1734,None,small,0,6,5,11,No,0,0,1,1,1,0,0,1,0,1640.64
obese,female,omnivore,twice a day,coal,public,often,243,very frequently,1519,petrol,medium,7,8,10,4,Yes,1,0,0,1,1,0,0,1,1,1465.72
overweight,female,vegan,less frequently,electricity,private,never,373,never,93,hybrid,large,1,2,6,0,Sometimes,0,0,0,1,1,0,1,0,0,273.4
underweight,female,pescatarian,twice a day,electricity,walk/bicycle,often,362,never,191,hybrid,large,10,6,5,12,Yes,0,0,1,1,0,0,1,1,1,474.02
normal,female,vegetarian,daily,electricity,private,never,218,very frequently,3754,electric,medium,3,8,0,4,Sometimes,1,0,0,1,1,0,1,1,0,3160.32
overweight,male,pescatarian,less frequently,electricity,public,often,281,rarely,3510,diesel,medium,7,10,8,0,No,1,0,0,0,1,1,1,1,1,3088.97
normal,male,vegetarian,daily,electricity,walk/bicycle,often,143,frequently,4045,electric,extra large,7,0,10,0,No,0,0,0,1,1,1,1,1,1,3428.96
normal,female,vegan,less frequently,coal,public,often,497,rarely,2490,diesel,extra large,9,11,10,1,Yes,0,0,1,1,1,0,1,0,0,2357.0
underweight,male,vegan,less frequently,coal,walk/bicycle,never,181,very frequently,3119,None,extra large,4,12,2,4,No,0,0,1,0,0,0,1,1,1,2702.82
overweight,female,omnivore,more frequently,natural gas,walk/bicycle,sometimes,434,rarely,4397,lpg,small,5,3,4,3,No,1,1,1,0,1,0,0,0,1,3745.68
obese,female,vegetarian,less frequently,natural gas,walk/bicycle,sometimes,56,frequently,3636,None,large,4,7,10,2,No,0,1,0,0,1,1,0,1,1,3073.46
normal,female,pescatarian,less frequently,wood,walk/bicycle,never,131,very frequently,4883,hybrid,large,5,7,7,8,No,1,1,0,0,1,0,1,0,0,4083.6
normal,female,omnivore,daily,wood,walk/bicycle,sometimes,185,rarely,1241,electric,small,8,2,1,0,Sometimes,0,1,1,0,1,1,0,0,1,1166.12
obese,female,vegan,daily,wood,public,sometimes,399,never,485,None,small,2,11,3,4,No,0,0,1,0,1,1,0,0,0,640.36
overweight,female,omnivore,twice a day,coal,walk/bicycle,often,128,very frequently,1999,hybrid,large,7,4,4,0,No,1,1,0,1,0,1,1,0,1,1778.29
normal,female,pescatarian,more frequently,natural gas,private,often,491,never,1442,electric,large,6,12,8,7,No,1,1,1,0,0,0,0,1,1,1513.8
normal,female,pescatarian,less frequently,natural gas,walk/bicycle,never,59,frequently,2695,petrol,small,4,5,1,2,No,1,1,1,0,1,1,1,1,0,2286.1
normal,female,vegan,more frequently,coal,private,never,159,frequently,1985,diesel,medium,0,0,5,2,Yes,0,1,1,1,1,0,1,0,1,1730.01
overweight,male,omnivore,twice a day,natural gas,public,often,300,rarely,4635,petrol,large,9,9,6,12,Sometimes,1,1,1,1,0,0,0,1,1,4046.43
overweight,female,vegetarian,more frequently,electricity,walk/bicycle,never,243,never,4111,None,medium,9,1,9,2,Yes,0,0,0,0,0,1,0,1,1,3561.02
obese,male,vegetarian,less frequently,natural gas,walk/bicycle,never,155,never,2506,hybrid,large,1,2,1,5,No,1,0,1,1,0,1,0,0,1,2140.46
overweight,male,vegetarian,daily,natural gas,private,sometimes,420,rarely,2032,lpg,large,6,10,9,2,Yes,1,1,1,1,1,1,0,0,0,1957.26
overweight,female,pescatarian,more frequently,electricity,walk/bicycle,never,256,frequently,4415,lpg,medium,3,6,9,11,No,0,0,1,1,0,1,0,1,1,3799.52
underweight,male,omnivore,less frequently,wood,public,never,199,never,2468,petrol,small,9,1,3,10,No,0,0,1,1,1,0,1,1,0,2161.63
obese,female,vegetarian,twice a day,wood,public,often,485,never,1147,electric,small,6,10,3,6,No,0,0,0,0,1,0,1,1,1,1226.84
normal,female,omnivore,less frequently,wood,walk/bicycle,never,275,rarely,2592,petrol,large,7,4,5,12,No,1,1,0,1,0,1,0,0,0,2313.79
overweight,female,vegan,more frequently,coal,private,often,482,frequently,1825,lpg,medium,2,9,1,8,Sometimes,1,1,1,1,0,1,1,1,0,1729.18
normal,female,vegetarian,less frequently,electricity,public,never,372,rarely,4748,petrol,medium,0,8,8,12,Sometimes,0,0,0,0,1,1,1,0,0,4010.79
normal,male,omnivore,less frequently,electricity,walk/bicycle,sometimes,309,never,4074,diesel,medium,8,11,4,7,Yes,0,0,1,1,0,0,1,1,1,3539.91
underweight,male,pescatarian,more frequently,coal,private,often,138,rarely,2831,petrol,extra large,10,0,10,10,Yes,1,0,0,0,0,1,1,1,1,2529.58
overweight,female,vegan,more frequently,electricity,private,never,490,rarely,3875,electric,large,1,7,4,12,Yes,1,0,0,0,0,1,0,0,1,3367.65
obese,male,vegan,twice a day,natural gas,public,never,118,frequently,1748,hybrid,large,3,7,6,1,Yes,1,1,1,0,0,0,0,1,1,1509.51
overweight,male,vegan,less frequently,wood,walk/bicycle,sometimes,358,rarely,4646,petrol,medium,0,12,5,8,Sometimes,1,1,1,0,1,0,1,1,1,3944.2
normal,male,vegan,daily,electricity,public,never,488,very frequently,3190,diesel,extra large,0,7,10,2,No,0,1,0,0,0,1,1,1,0,2814.55
obese,female,pescatarian,more frequently,electricity,private,sometimes,457,very frequently,436,None,medium,6,4,9,11,Yes,0,0,1,0,0,1,0,1,1,666.33
overweight,male,pescatarian,less frequently,wood,public,often,388,very frequently,4881,electric,extra large,9,11,3,10,Yes,1,0,0,1,1,1,0,0,0,4195.1
normal,male,vegetarian,daily,coal,walk/bicycle,often,432,never,1576,diesel,medium,9,8,5,9,No,1,1,0,0,0,1,1,0,1,1565.18
normal,male,pescatarian,daily,wood,public,never,445,never,1512,electric,medium,1,4,1,12,Sometimes,1,1,0,1,1,1,1,1,0,1404.33
underweight,female,pescatarian,less frequently,coal,private,often,232,frequently,4202,None,large,4,11,8,2,Sometimes,0,0,1,1,0,0,1,0,0,3568.87
underweight,male,vegan,less frequently,coal,public,sometimes,96,rarely,1763,lpg,small,9,5,3,3,Sometimes,0,1,1,0,0,0,1,1,1,1580.85
underweight,male,pescatarian,less frequently,natural gas,private,sometimes,332,frequently,3107,lpg,small,6,8,10,10,Sometimes,0,1,0,0,0,0,0,0,1,2800.14
normal,female,vegan,daily,wood,private,never,195,rarely,502,hybrid,small,6,5,6,7,Yes,0,1,0,0,1,1,1,0,1,615.34
overweight,male,omnivore,less frequently,electricity,private,sometimes,356,frequently,944,hybrid,small,3,12,10,8,No,0,0,0,1,0,0,1,1,1,1043.59
underweight,female,omnivore,more frequently,coal,public,sometimes,392,rarely,2244,electric,small,4,9,10,2,Sometimes,0,0,1,1,0,0,0,0,1,2062.23
overweight,female,omnivore,daily,natural gas,walk/bicycle,sometimes,493,very frequently,323,diesel,small,6,11,8,5,Yes,1,1,1,0,0,0,0,0,1,590.37
underweight,female,omnivore,more frequently,wood,private,never,490,frequently,1952,diesel,extra large,7,5,6,3,Sometimes,0,1,0,0,0,0,0,0,1,1863.09
obese,female,omnivore,more frequently,coal,public,often,170,rarely,4664,petrol,extra large,2,1,2,5,No,0,0,0,1,1,0,1,0,1,3913.93
obese,female,omnivore,less frequently,natural gas,private,sometimes,116,very frequently,2370,lpg,medium,0,11,1,5,Sometimes,0,1,0,1,1,0,0,0,0,1972.01
underweight,female,omnivore,more frequently,electricity,public,often,51,never,2503,petrol,medium,9,12,10,12,Sometimes,1,1,1,0,1,0,1,0,1,2269.0
normal,male,vegan,less frequently,coal,private,often,444,rarely,2582,hybrid,small,8,4,10,4,No,0,1,1,0,1,0,0,0,0,2381.89
underweight,female,vegan,daily,coal,public,never,294,rarely,282,lpg,small,1,1,5,8,Sometimes,1,1,0,0,1,0,1,0,0,417.24
underweight,male,vegan,more frequently,electricity,private,never,150,rarely,417,diesel,extra large,5,7,10,12,Yes,0,1,0,0,0,1,0,1,0,590.94
normal,male,vegan,less frequently,electricity,private,often,190,frequently,4856,None,large,7,3,2,2,Sometimes,1,1,0,0,0,1,0,1,0,4067.19
obese,female,pescatarian,twice a day,electricity,private,never,217,never,4288,lpg,large,6,2,5,4,No,0,0,0,1,0,1,1,0,1,3628.38
overweight,male,pescatarian,less frequently,coal,walk/bicycle,often,439,frequently,4616,None,large,2,8,6,4,Yes,0,1,1,1,1,1,1,0,0,3950.08
underweight,male,vegetarian,twice a day,natural gas,public,sometimes,61,never,2411,hybrid,small,4,0,3,3,No,0,0,0,1,1,1,1,0,0,2037.23
normal,male,pescatarian,less frequently,natural gas,walk/bicycle,often,92,frequently,536,lpg,extra large,4,0,4,4,Sometimes,0,0,0,1,0,1,0,0,0,564.07
underweight,female,vegan,twice a day,electricity,public,often,121,rarely,2125,hybrid,extra large,1,8,0,2,Sometimes,0,1,0,0,0,1,0,1,0,1786.3
normal,male,vegan,more frequently,natural gas,private,sometimes,378,rarely,1014,diesel,large,3,4,0,5,No,1,0,1,0,1,1,0,1,1,1029.31
overweight,male,omnivore,twice a day,electricity,public,never,53,frequently,4561,electric,extra large,7,11,7,3,Yes,1,0,0,1,0,0,0,0,0,3850.45
overweight,female,omnivore,more frequently,electricity,public,often,214,rarely,4336,lpg,large,1,1,5,9,Yes,0,0,0,0,1,1,1,0,0,3645.11
