Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,CarbonEmission,"['Grill', 'Airfryer']","['Microwave', 'Grill', 'Airfryer']",['Microwave'],"['Oven', 'Grill', 'Airfryer']","['Oven', 'Microwave', 'Grill', 'Airfryer']","['Oven', 'Microwave']",['Oven'],"['Stove', 'Grill', 'Airfryer']","['Stove', 'Microwave', 'Grill', 'Airfryer']","['Stove', 'Microwave']","['Stove', 'Oven', 'Grill', 'Airfryer']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']","['Stove', 'Oven', 'Microwave']","['Stove', 'Oven']",['Stove'],[]
underweight,female,vegetarian,more frequently,natural gas,private,electric,often,248,rarely,6685,large,7,6,10,10,No,"['Paper', 'Plastic', 'Glass', 'Metal']",1372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,male,omnivore,more frequently,natural gas,walk/bicycle,,never,152,rarely,24,small,3,21,20,0,No,['Paper'],1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
normal,female,omnivore,more frequently,coal,private,lpg,never,241,never,58,small,3,12,22,19,No,"['Paper', 'Glass']",1372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overweight,female,pescatarian,less frequently,wood,walk/bicycle,,sometimes,77,never,1,large,3,2,26,19,Sometimes,['Plastic'],1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
underweight,male,vegetarian,daily,coal,public,,often,82,frequently,653,extra large,4,0,29,4,No,"['Paper', 'Glass']",2391,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,male,vegetarian,daily,electricity,public,,sometimes,148,rarely,1773,medium,6,5,47,8,Sometimes,['Paper'],1731,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obese,male,pescatarian,daily,wood,public,,never,268,frequently,1958,extra large,5,6,16,5,Yes,"['Plastic', 'Glass']",2851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,more frequently,electricity,private,lpg,often,85,never,4717,large,3,13,4,18,No,[],2412,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
underweight,male,vegetarian,less frequently,electricity,walk/bicycle,,often,264,rarely,18,small,5,9,7,6,No,"['Glass', 'Metal']",880,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegan,more frequently,wood,private,electric,sometimes,136,very frequently,1187,small,6,20,18,9,Sometimes,"['Plastic', 'Glass']",2358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,female,vegetarian,more frequently,electricity,walk/bicycle,,never,297,very frequently,19,large,3,9,40,9,No,"['Plastic', 'Metal']",2125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,pescatarian,more frequently,natural gas,private,electric,sometimes,128,frequently,7195,extra large,3,17,23,8,No,"['Paper', 'Plastic', 'Glass', 'Metal']",1899,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,male,omnivore,daily,natural gas,private,electric,often,75,never,5476,large,4,6,37,22,Sometimes,"['Plastic', 'Glass', 'Metal']",1541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,omnivore,daily,electricity,public,,never,141,never,1591,small,4,6,35,8,Sometimes,['Metal'],1526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,less frequently,electricity,walk/bicycle,,never,163,never,66,extra large,2,19,19,2,Sometimes,"['Paper', 'Plastic', 'Glass']",690,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,female,omnivore,twice a day,coal,walk/bicycle,,often,147,rarely,83,extra large,3,8,10,13,No,['Glass'],2130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
obese,female,omnivore,more frequently,coal,walk/bicycle,,sometimes,84,frequently,72,extra large,4,3,3,3,No,['Metal'],2224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegetarian,less frequently,electricity,walk/bicycle,,never,82,very frequently,16,medium,3,12,9,17,Sometimes,['Glass'],1814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,pescatarian,daily,wood,public,,sometimes,276,never,481,small,7,20,24,17,Sometimes,"['Paper', 'Plastic', 'Metal']",1101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,vegetarian,twice a day,electricity,private,diesel,sometimes,123,frequently,578,small,5,5,2,16,No,"['Paper', 'Glass', 'Metal']",1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
overweight,male,omnivore,more frequently,wood,public,,sometimes,79,frequently,946,small,6,17,35,17,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
underweight,female,vegan,more frequently,natural gas,walk/bicycle,,often,62,very frequently,12,extra large,6,19,8,5,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",2165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
underweight,male,pescatarian,twice a day,electricity,private,hybrid,sometimes,76,rarely,8768,large,4,13,4,3,Yes,"['Plastic', 'Glass', 'Metal']",2342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,female,vegetarian,less frequently,natural gas,private,electric,often,179,very frequently,4661,small,7,3,5,8,No,"['Paper', 'Glass']",2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
overweight,male,vegetarian,less frequently,coal,public,,often,284,never,1585,small,5,18,0,5,Sometimes,"['Plastic', 'Glass', 'Metal']",1306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overweight,female,pescatarian,daily,electricity,walk/bicycle,,never,76,frequently,96,small,7,15,14,20,Yes,"['Paper', 'Plastic', 'Glass']",1202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,omnivore,less frequently,natural gas,public,,sometimes,217,very frequently,398,small,4,17,9,7,Sometimes,"['Plastic', 'Glass', 'Metal']",2547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
underweight,female,pescatarian,twice a day,coal,walk/bicycle,,often,156,rarely,63,small,2,4,39,10,Sometimes,"['Glass', 'Metal']",1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,female,omnivore,twice a day,electricity,public,,never,103,frequently,335,medium,6,9,39,16,Sometimes,['Paper'],2191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
obese,male,vegan,twice a day,natural gas,private,hybrid,never,221,frequently,8679,large,6,20,19,18,Yes,"['Plastic', 'Glass', 'Metal']",3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
overweight,male,vegetarian,twice a day,coal,walk/bicycle,,sometimes,180,never,8,large,7,6,1,10,No,"['Paper', 'Glass', 'Metal']",1558,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obese,female,omnivore,more frequently,wood,public,,often,176,very frequently,640,extra large,5,21,42,12,Yes,"['Paper', 'Plastic', 'Metal']",3498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,male,vegan,daily,coal,private,petrol,often,201,never,6761,small,1,17,41,7,Sometimes,"['Paper', 'Glass']",4016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
overweight,male,omnivore,more frequently,coal,public,,sometimes,286,never,1725,medium,2,24,19,23,No,['Paper'],2158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
obese,male,omnivore,more frequently,coal,private,hybrid,never,173,rarely,2076,extra large,6,10,20,15,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",2967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
overweight,female,pescatarian,less frequently,wood,private,lpg,never,186,frequently,2829,extra large,1,16,42,24,Yes,"['Paper', 'Glass']",2639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
obese,female,omnivore,daily,electricity,private,petrol,often,144,never,6652,small,1,4,6,20,No,"['Plastic', 'Metal']",3328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegetarian,less frequently,electricity,public,,often,240,rarely,393,small,2,17,0,10,Sometimes,['Glass'],1005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
underweight,male,omnivore,daily,wood,private,electric,sometimes,294,never,1134,medium,4,21,17,20,Yes,"['Plastic', 'Glass']",1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
normal,female,omnivore,less frequently,wood,walk/bicycle,,often,149,very frequently,69,small,5,5,34,15,Sometimes,"['Paper', 'Plastic', 'Glass']",2189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
underweight,female,omnivore,twice a day,wood,public,,often,117,rarely,303,medium,4,0,5,14,No,[],1264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
normal,male,vegetarian,twice a day,wood,private,electric,never,50,very frequently,646,medium,3,9,33,23,Sometimes,"['Glass', 'Metal']",2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
normal,male,omnivore,twice a day,electricity,walk/bicycle,,often,175,frequently,62,large,2,20,29,21,Sometimes,"['Plastic', 'Glass', 'Metal']",1977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,pescatarian,daily,electricity,walk/bicycle,,sometimes,195,very frequently,95,medium,4,3,33,9,No,"['Plastic', 'Glass', 'Metal']",2591,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
underweight,male,omnivore,more frequently,wood,public,,never,99,very frequently,750,extra large,4,11,18,6,Sometimes,"['Paper', 'Plastic', 'Glass']",2552,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obese,female,omnivore,daily,coal,public,,often,73,never,1606,medium,2,8,14,10,Sometimes,['Glass'],1553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegan,less frequently,natural gas,public,,never,228,rarely,1239,medium,1,7,47,17,Yes,"['Paper', 'Glass']",1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
normal,female,pescatarian,daily,electricity,private,petrol,sometimes,180,very frequently,5210,extra large,2,2,13,19,Yes,"['Plastic', 'Glass', 'Metal']",3326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,omnivore,twice a day,electricity,walk/bicycle,,never,171,rarely,56,extra large,3,21,41,13,No,"['Paper', 'Plastic', 'Glass']",1838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegan,less frequently,coal,private,lpg,often,221,never,7074,extra large,4,17,8,8,Yes,"['Paper', 'Glass']",2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,male,omnivore,daily,wood,public,,never,212,never,255,extra large,5,19,14,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,male,omnivore,more frequently,natural gas,private,hybrid,often,285,never,6068,small,3,21,30,3,Yes,['Glass'],3281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
underweight,male,vegetarian,daily,wood,public,,sometimes,267,never,1665,large,6,3,8,7,No,"['Paper', 'Metal']",1363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,female,omnivore,daily,wood,private,lpg,never,90,rarely,9950,large,7,21,45,5,No,['Plastic'],5029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,pescatarian,daily,natural gas,public,,often,83,never,1651,small,1,16,34,23,Yes,['Plastic'],1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,female,vegan,less frequently,electricity,public,,sometimes,66,very frequently,472,small,2,10,49,0,Sometimes,"['Plastic', 'Glass', 'Metal']",2306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegetarian,more frequently,natural gas,walk/bicycle,,never,60,very frequently,16,small,2,20,44,8,Sometimes,"['Plastic', 'Glass', 'Metal']",2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,female,pescatarian,less frequently,natural gas,public,,never,267,very frequently,1033,extra large,5,14,47,17,Sometimes,"['Glass', 'Metal']",2893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,pescatarian,less frequently,electricity,public,,often,193,rarely,872,medium,7,5,2,11,Yes,"['Plastic', 'Metal']",1044,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
overweight,male,pescatarian,less frequently,coal,private,lpg,never,155,very frequently,3811,medium,6,9,49,18,Sometimes,"['Paper', 'Plastic', 'Glass']",4594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,omnivore,daily,electricity,private,petrol,often,200,rarely,2915,large,7,11,45,20,Sometimes,"['Paper', 'Glass', 'Metal']",3071,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
obese,female,omnivore,daily,wood,walk/bicycle,,often,266,frequently,34,large,1,3,3,24,No,"['Plastic', 'Metal']",2067,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
obese,male,vegetarian,daily,natural gas,public,,sometimes,220,rarely,1835,extra large,7,18,10,15,Sometimes,['Glass'],2666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
normal,female,vegetarian,less frequently,natural gas,private,electric,never,297,never,4763,small,2,2,40,18,Yes,"['Paper', 'Plastic']",1024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
overweight,female,vegan,less frequently,electricity,public,,never,271,rarely,1595,large,5,22,25,3,No,['Paper'],1518,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,male,vegetarian,more frequently,natural gas,public,,never,248,very frequently,356,large,6,24,41,8,Yes,"['Paper', 'Glass']",3061,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
overweight,female,vegetarian,more frequently,electricity,public,,sometimes,265,rarely,770,large,3,4,33,4,No,"['Paper', 'Plastic', 'Glass', 'Metal']",1131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obese,male,omnivore,more frequently,wood,public,,often,130,very frequently,526,medium,4,0,17,20,Sometimes,[],3559,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,female,vegetarian,more frequently,natural gas,private,electric,never,256,frequently,3940,extra large,4,3,34,3,Sometimes,"['Plastic', 'Glass', 'Metal']",1875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,pescatarian,daily,wood,private,diesel,sometimes,140,frequently,3689,medium,6,7,37,21,Yes,"['Paper', 'Metal']",3231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,female,vegetarian,more frequently,electricity,walk/bicycle,,often,134,very frequently,53,medium,5,7,24,0,No,"['Paper', 'Glass', 'Metal']",1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,pescatarian,more frequently,wood,private,diesel,often,63,frequently,278,large,1,20,4,21,No,"['Paper', 'Glass']",1436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,female,vegetarian,twice a day,coal,private,diesel,often,140,frequently,4623,small,5,7,18,0,No,['Metal'],2598,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegan,less frequently,coal,walk/bicycle,,never,51,never,95,large,2,8,8,3,Sometimes,"['Paper', 'Glass', 'Metal']",610,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
underweight,female,omnivore,twice a day,coal,public,,sometimes,143,rarely,402,small,5,2,20,20,Sometimes,"['Paper', 'Metal']",1287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
underweight,male,vegan,daily,natural gas,private,diesel,sometimes,137,never,4272,extra large,4,0,36,10,No,['Paper'],2539,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
normal,female,vegan,twice a day,coal,walk/bicycle,,sometimes,184,rarely,68,small,3,22,16,15,Sometimes,"['Paper', 'Plastic', 'Glass']",1098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,pescatarian,daily,electricity,public,,sometimes,269,frequently,1509,extra large,5,0,46,19,Sometimes,"['Plastic', 'Metal']",2570,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
underweight,male,vegan,twice a day,coal,public,,never,99,rarely,1518,small,5,10,2,11,Yes,"['Paper', 'Plastic']",1154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
obese,male,omnivore,less frequently,coal,public,,sometimes,98,frequently,1130,large,6,11,28,0,Yes,"['Plastic', 'Metal']",2894,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,male,vegetarian,more frequently,electricity,walk/bicycle,,often,150,rarely,89,medium,2,18,36,14,No,['Plastic'],1641,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegetarian,twice a day,coal,private,lpg,often,202,very frequently,1274,medium,1,9,21,18,Yes,['Glass'],2562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegan,twice a day,natural gas,public,,often,271,frequently,1886,large,6,24,26,17,No,"['Paper', 'Glass']",2523,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
underweight,female,vegan,twice a day,coal,private,hybrid,often,272,frequently,3946,small,5,19,4,13,No,"['Paper', 'Glass']",2112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,male,omnivore,twice a day,electricity,public,,sometimes,196,very frequently,1476,medium,5,4,10,15,Yes,"['Paper', 'Glass']",2379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,female,pescatarian,twice a day,natural gas,walk/bicycle,,never,174,very frequently,80,medium,2,21,43,6,Yes,"['Paper', 'Glass']",2901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
overweight,female,pescatarian,less frequently,coal,private,diesel,often,278,rarely,3870,medium,2,12,12,7,Yes,['Glass'],2489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,omnivore,twice a day,coal,private,petrol,sometimes,164,very frequently,1616,small,7,13,22,10,Sometimes,"['Paper', 'Plastic']",3077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
obese,female,vegetarian,less frequently,natural gas,walk/bicycle,,never,115,very frequently,95,large,3,21,40,23,Sometimes,"['Glass', 'Metal']",2896,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overweight,female,vegan,less frequently,natural gas,private,diesel,often,145,frequently,6098,extra large,1,20,50,14,Yes,['Metal'],3523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegetarian,daily,natural gas,private,hybrid,often,246,rarely,6117,small,2,14,41,16,Sometimes,"['Paper', 'Glass']",2376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,pescatarian,daily,coal,walk/bicycle,,sometimes,142,very frequently,0,extra large,2,23,17,23,Sometimes,"['Plastic', 'Glass', 'Metal']",2365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,female,vegan,less frequently,wood,walk/bicycle,,often,88,very frequently,25,small,5,23,15,9,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",1823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
obese,female,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,256,rarely,93,large,2,24,37,2,No,"['Paper', 'Glass', 'Metal']",1749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,female,vegan,less frequently,natural gas,public,,sometimes,163,never,1529,small,6,8,36,0,Sometimes,['Plastic'],1286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
normal,female,pescatarian,daily,electricity,walk/bicycle,,often,267,never,1,medium,2,22,50,15,Sometimes,['Plastic'],1496,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
obese,male,vegan,more frequently,electricity,private,electric,often,289,frequently,9901,medium,3,24,3,9,Sometimes,"['Paper', 'Glass']",1786,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,female,vegetarian,twice a day,coal,public,,sometimes,68,rarely,1383,small,7,23,47,22,No,"['Paper', 'Plastic', 'Metal']",2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,male,vegetarian,twice a day,wood,walk/bicycle,,never,291,never,39,large,4,3,1,16,Sometimes,"['Paper', 'Plastic', 'Glass']",1023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,male,omnivore,more frequently,electricity,private,electric,often,111,rarely,5931,medium,7,3,17,16,No,"['Paper', 'Plastic', 'Metal']",1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
overweight,male,pescatarian,daily,coal,private,petrol,often,111,never,681,small,6,0,46,15,Sometimes,['Glass'],2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,female,pescatarian,daily,coal,private,lpg,often,241,frequently,9795,small,2,20,13,6,Yes,"['Glass', 'Metal']",4711,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,male,vegan,more frequently,wood,private,petrol,never,237,never,1861,small,5,9,48,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",2226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
overweight,female,vegan,less frequently,wood,public,,often,130,frequently,522,small,2,10,49,8,Yes,"['Paper', 'Plastic']",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
obese,female,vegan,more frequently,wood,public,,sometimes,236,never,1157,small,1,1,39,13,No,"['Paper', 'Plastic', 'Glass', 'Metal']",1200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
underweight,male,vegetarian,twice a day,natural gas,private,electric,sometimes,248,frequently,5284,medium,5,3,34,3,Sometimes,['Metal'],2232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,omnivore,less frequently,electricity,walk/bicycle,,often,200,rarely,56,large,2,11,44,21,No,['Glass'],1757,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,male,vegan,less frequently,natural gas,public,,never,246,rarely,450,small,3,1,26,2,No,['Paper'],1327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
obese,male,vegan,twice a day,coal,public,,never,56,very frequently,1112,medium,5,5,17,12,Yes,"['Paper', 'Metal']",3198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,female,omnivore,twice a day,wood,private,diesel,never,223,frequently,74,extra large,5,24,20,24,Yes,['Plastic'],2543,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
underweight,male,vegan,daily,coal,public,,never,158,frequently,625,medium,1,20,0,14,Yes,['Plastic'],1557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,omnivore,less frequently,coal,walk/bicycle,,never,86,never,64,medium,1,9,2,3,Yes,"['Paper', 'Glass']",775,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obese,female,vegetarian,daily,wood,public,,often,257,rarely,1301,medium,4,7,30,17,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",1553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
overweight,female,vegetarian,daily,natural gas,public,,never,209,rarely,422,large,4,21,28,22,Sometimes,['Metal'],1697,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
underweight,male,vegan,daily,electricity,public,,never,134,rarely,1416,extra large,7,12,17,4,Yes,"['Plastic', 'Glass']",1708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
obese,male,omnivore,less frequently,natural gas,private,lpg,often,253,never,5105,large,6,15,25,16,Yes,"['Paper', 'Metal']",3813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,male,omnivore,daily,natural gas,walk/bicycle,,sometimes,183,very frequently,42,medium,2,20,2,4,Yes,"['Paper', 'Plastic', 'Metal']",2227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,pescatarian,less frequently,coal,public,,never,145,frequently,1790,small,7,16,15,20,Sometimes,"['Plastic', 'Glass']",1805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,male,omnivore,less frequently,coal,private,diesel,never,208,frequently,5097,medium,2,16,36,11,Yes,"['Plastic', 'Glass', 'Metal']",3425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegan,twice a day,electricity,walk/bicycle,,sometimes,67,never,35,medium,2,4,32,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
overweight,male,omnivore,twice a day,electricity,private,hybrid,often,203,very frequently,3557,extra large,4,17,50,3,Yes,"['Paper', 'Plastic']",4127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
underweight,male,vegan,daily,wood,private,petrol,sometimes,181,never,7501,extra large,3,15,43,21,Sometimes,"['Paper', 'Glass', 'Metal']",4059,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,male,vegetarian,more frequently,coal,private,diesel,often,278,frequently,7316,medium,7,18,47,22,Sometimes,[],4914,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
underweight,female,vegan,less frequently,electricity,public,,sometimes,109,very frequently,780,medium,6,12,34,14,Yes,"['Plastic', 'Glass']",2132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,pescatarian,daily,electricity,walk/bicycle,,never,175,frequently,91,large,1,12,23,12,No,"['Paper', 'Plastic']",1475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,female,vegan,twice a day,electricity,public,,often,193,rarely,569,small,6,18,21,8,No,"['Plastic', 'Glass', 'Metal']",978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,omnivore,less frequently,electricity,public,,often,155,very frequently,190,small,5,14,36,24,No,"['Paper', 'Plastic', 'Glass', 'Metal']",2915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
obese,male,pescatarian,daily,wood,walk/bicycle,,never,61,rarely,65,medium,4,0,17,10,Sometimes,"['Paper', 'Plastic']",1437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
overweight,female,pescatarian,daily,natural gas,private,electric,never,63,rarely,5729,large,1,17,44,1,Sometimes,"['Paper', 'Plastic']",1313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,male,pescatarian,less frequently,natural gas,walk/bicycle,,often,75,very frequently,67,extra large,3,13,0,14,Yes,[],2495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
underweight,female,vegan,daily,coal,walk/bicycle,,sometimes,141,very frequently,42,small,2,19,19,4,Sometimes,"['Paper', 'Glass', 'Metal']",1824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
underweight,female,vegetarian,twice a day,coal,walk/bicycle,,sometimes,285,never,21,small,6,10,45,17,No,['Plastic'],1675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,female,vegan,more frequently,coal,walk/bicycle,,often,271,rarely,82,large,7,22,26,18,No,"['Plastic', 'Glass', 'Metal']",2380,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,female,pescatarian,more frequently,wood,public,,never,288,rarely,1400,extra large,3,10,50,5,Yes,['Glass'],1832,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegetarian,daily,electricity,public,,never,123,never,1221,medium,7,7,32,3,No,"['Paper', 'Glass', 'Metal']",1075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
